stock,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10
000759.SZ,5,1,2,0,4,4,6,18,31,32,31,56,22,10,14,3,1,0,0,1,10
000761.SZ,1,1,1,1,1,0,4,9,31,43,30,48,24,11,4,4,1,0,0,0,0
000762.SZ,2,0,1,4,5,6,15,19,40,32,23,27,19,15,12,3,8,2,2,1,7
000766.SZ,0,1,0,3,2,6,15,14,28,50,17,32,33,16,10,5,1,1,1,0,7
000767.SZ,0,0,1,2,4,7,11,16,33,36,31,49,28,20,6,4,2,0,0,0,5
000768.SZ,2,0,1,0,3,4,11,15,32,47,31,41,25,15,7,6,5,3,0,0,0
000776.SZ,1,0,0,1,3,3,4,27,31,54,34,35,24,8,12,5,1,2,1,0,1
000777.SZ,2,1,0,2,5,5,8,16,23,36,31,46,30,16,6,4,1,1,1,0,2
000778.SZ,0,0,0,1,5,4,7,13,27,49,52,42,17,16,7,3,0,1,1,1,3
000779.SZ,2,2,2,3,6,6,16,21,23,32,16,43,24,16,11,8,2,1,0,0,15
000782.SZ,0,1,2,3,1,3,7,9,31,52,44,56,27,10,3,4,2,1,0,0,3
000783.SZ,0,0,0,0,0,3,5,8,12,54,48,52,20,3,5,1,0,0,0,0,0
000785.SZ,1,0,0,2,0,0,9,7,31,47,28,52,30,12,2,2,0,0,0,0,1
000786.SZ,0,0,0,3,2,6,8,24,31,55,23,36,22,19,9,1,6,4,2,2,0
000788.SZ,3,2,2,2,2,10,7,14,25,47,17,41,31,16,5,5,5,1,1,0,10
000789.SZ,0,0,1,0,2,3,7,9,19,59,54,47,22,8,7,2,0,0,1,0,0
000790.SZ,2,0,0,2,4,6,11,14,20,43,36,45,31,18,5,2,0,0,0,0,5
000791.SZ,0,0,1,4,3,2,6,19,23,55,37,50,32,15,7,1,1,0,0,0,3
000792.SZ,0,1,1,3,4,8,9,11,28,51,19,50,28,10,8,4,4,0,1,2,1
000793.SZ,2,2,0,3,0,3,12,15,35,33,19,44,38,9,5,5,3,1,0,0,5
000795.SZ,0,2,0,2,4,5,7,23,26,37,22,46,31,12,12,7,1,1,1,0,2
000796.SZ,3,2,2,2,1,34,5,17,24,34,12,27,20,13,8,31,4,1,0,0,6
000797.SZ,8,1,2,3,5,5,14,16,31,32,24,40,17,18,13,8,4,1,1,0,17
000798.SZ,5,1,0,2,3,8,13,17,37,32,22,38,25,14,8,7,4,6,1,0,13
000799.SZ,0,1,1,0,4,10,9,20,41,45,19,29,24,14,13,3,5,7,2,0,2
000800.SZ,0,0,0,3,1,5,2,16,26,44,47,47,19,7,3,4,2,1,0,0,4
000801.SZ,2,0,0,0,3,4,6,18,41,45,36,45,23,13,6,2,5,0,0,0,4
000802.SZ,1,0,0,0,4,7,8,17,31,42,36,41,33,12,7,7,2,1,1,0,3
000803.SZ,2,1,0,4,2,5,11,16,42,41,12,41,26,14,15,8,7,1,0,0,1
000806.SZ,0,0,0,0,0,18,10,16,37,36,47,28,20,11,2,28,0,0,0,0,0
000807.SZ,3,1,0,3,2,8,15,12,29,43,22,30,27,18,15,10,7,1,1,1,3
000809.SZ,1,2,0,0,3,14,8,20,24,39,45,34,16,15,12,17,2,2,1,1,1
000810.SZ,0,0,3,7,4,9,18,22,31,26,14,35,19,19,12,10,7,7,1,1,10
000811.SZ,1,0,0,3,3,10,11,18,28,42,20,39,35,22,11,3,1,4,1,2,1
000812.SZ,3,2,5,2,4,11,7,22,35,34,11,32,21,12,14,13,1,1,0,0,11
000813.SZ,2,1,0,1,3,8,6,8,24,55,18,49,28,12,8,5,1,0,0,0,5
000815.SZ,10,3,3,4,3,7,15,19,24,25,12,29,23,13,8,5,6,3,3,1,27
000816.SZ,1,1,0,2,4,4,13,18,33,46,30,35,32,15,7,5,2,0,0,1,8
000818.SZ,2,0,2,0,3,7,10,17,33,35,35,39,20,12,13,5,5,3,2,1,1
000819.SZ,4,1,0,4,9,11,20,26,21,28,22,22,20,15,15,11,6,7,2,0,13
000820.SZ,4,0,1,3,2,12,9,19,37,28,3,35,33,21,14,11,0,0,0,0,12
000821.SZ,4,3,3,5,4,5,19,22,25,31,20,30,20,19,13,14,8,0,1,0,17
000822.SZ,2,0,1,1,7,11,8,17,20,38,24,44,27,15,8,5,6,6,1,2,2
000823.SZ,1,0,1,1,1,3,5,15,27,43,42,48,36,10,5,1,1,0,0,0,1
000825.SZ,0,0,3,1,2,3,11,7,25,54,34,55,27,14,6,2,0,0,0,0,0
000826.SZ,4,0,1,2,3,2,15,15,32,43,38,50,20,13,8,1,0,0,1,0,12
000828.SZ,0,0,0,1,2,3,4,8,22,51,35,50,24,11,2,1,1,0,1,0,1
000829.SZ,3,0,3,2,6,8,15,26,35,33,22,29,25,16,13,6,2,5,0,0,10
000830.SZ,0,0,0,0,1,4,10,9,20,53,33,50,29,14,7,2,1,0,0,0,0
000831.SZ,1,0,0,2,3,8,12,22,32,49,9,43,21,16,12,2,4,2,0,0,9
000833.SZ,4,1,0,3,7,5,9,20,23,33,27,38,25,23,10,10,8,1,1,0,3
000836.SZ,3,0,0,3,2,5,11,17,24,46,15,42,26,14,9,7,3,0,0,0,8
000837.SZ,4,2,1,3,1,7,8,23,27,38,21,32,29,20,12,5,4,2,1,0,7
000838.SZ,2,0,0,4,4,16,9,23,34,48,14,28,19,12,10,6,4,0,1,0,16
000839.SZ,0,0,0,0,3,17,10,19,25,40,36,33,19,18,9,15,0,0,1,0,5
000848.SZ,0,1,1,0,1,4,5,10,35,51,34,46,27,7,4,4,1,0,2,0,2
000850.SZ,1,0,0,3,1,3,5,13,26,56,35,64,25,8,5,2,2,1,0,0,3
000851.SZ,2,0,0,1,2,10,8,21,24,41,23,48,21,16,10,9,2,2,0,0,4
000852.SZ,0,2,0,1,4,8,8,21,24,40,25,37,23,7,12,7,6,2,0,0,3
000856.SZ,6,1,2,5,4,6,11,18,25,39,7,37,26,14,16,5,3,0,0,0,16
000858.SZ,0,0,0,0,4,2,9,15,30,59,28,48,20,13,7,8,5,2,0,0,0
000859.SZ,0,0,1,0,2,7,9,12,26,44,38,56,24,11,9,2,2,1,0,0,1
000860.SZ,2,0,0,4,0,11,8,22,32,34,18,46,26,18,7,4,7,1,0,0,3
000861.SZ,1,0,0,1,5,7,9,16,27,56,34,36,24,11,7,6,4,2,1,1,2
000862.SZ,2,0,3,3,1,8,12,20,25,40,32,34,29,14,8,7,1,0,2,0,7
000863.SZ,3,1,5,5,8,10,12,23,30,18,14,25,35,13,16,5,2,5,0,1,18
000868.SZ,6,2,3,5,8,7,10,21,27,34,16,23,26,15,11,7,5,2,3,1,21
000869.SZ,0,0,0,0,2,1,3,12,28,52,39,56,29,7,2,4,0,1,0,0,1
000875.SZ,2,0,2,2,2,8,10,14,24,51,37,40,26,12,5,7,2,1,2,1,2
000876.SZ,0,0,0,0,4,3,6,20,25,57,20,43,21,16,4,3,1,2,0,1,2
000877.SZ,0,0,0,1,2,4,8,15,34,55,24,44,22,16,6,4,1,0,0,0,1
000878.SZ,0,1,0,1,1,4,10,9,28,43,38,49,27,13,8,3,1,1,0,0,1
000880.SZ,0,3,2,5,3,9,6,15,31,30,15,46,31,12,5,7,2,1,0,0,12
000881.SZ,2,0,0,1,1,7,3,11,20,50,29,54,29,9,5,3,1,1,0,0,1
000882.SZ,2,1,1,2,1,2,9,12,27,51,37,72,25,9,7,2,2,0,0,0,5
000883.SZ,0,0,1,0,0,2,10,13,22,46,41,47,21,18,3,2,0,0,1,1,0
000885.SZ,1,0,1,1,1,5,7,10,25,58,14,51,22,13,1,3,5,2,0,0,2
000886.SZ,3,0,1,1,3,2,12,14,28,46,16,44,24,10,9,9,3,0,3,0,6
000887.SZ,2,3,3,4,5,3,14,24,37,39,17,28,18,13,16,8,6,7,3,2,3
000888.SZ,1,1,0,2,1,13,9,22,19,45,31,34,40,16,11,3,2,0,1,1,7
000889.SZ,2,0,1,4,5,20,11,23,23,30,32,36,24,18,5,20,0,1,0,0,7
000890.SZ,1,0,0,2,2,4,11,17,22,34,43,61,33,4,3,3,1,0,2,0,4
000892.SZ,5,1,3,2,3,3,15,14,39,36,12,40,25,10,13,7,3,1,0,1,12
000893.SZ,3,0,0,2,6,6,17,20,20,35,30,43,19,15,7,7,8,2,1,1,6
000895.SZ,1,0,0,0,0,1,4,10,27,68,36,53,26,15,2,2,0,1,0,0,0
000897.SZ,1,1,0,0,4,7,10,13,36,32,35,52,24,7,12,5,2,3,1,0,2
000898.SZ,0,1,1,0,0,3,6,12,9,68,48,48,30,10,3,0,1,1,0,0,0
000899.SZ,6,0,2,1,2,7,17,17,29,31,22,39,26,12,8,5,7,3,0,0,16
000900.SZ,0,0,0,0,2,1,3,9,22,62,61,42,22,8,4,1,3,1,0,0,0
000901.SZ,0,1,0,0,2,5,8,12,31,44,43,48,23,14,8,6,3,0,0,0,1
000902.SZ,0,0,1,0,2,3,7,19,28,57,34,47,30,13,5,2,1,3,0,0,1
000903.SZ,0,0,1,0,0,3,6,18,23,50,41,63,20,12,4,2,2,1,0,0,0
000905.SZ,0,2,0,2,1,7,10,12,21,53,24,47,26,14,6,3,4,2,0,0,3
000906.SZ,2,1,1,1,3,2,6,10,25,52,30,50,24,18,9,2,5,0,0,0,1
000908.SZ,0,0,1,1,7,6,10,17,25,47,11,54,21,17,10,4,2,0,1,0,3
000909.SZ,8,3,1,2,8,7,17,17,26,27,12,39,21,18,12,2,5,2,1,0,22
000910.SZ,0,2,0,1,1,1,6,17,29,53,33,45,28,14,5,1,0,1,0,0,2
000911.SZ,0,3,0,0,2,3,12,19,33,44,25,46,24,14,5,7,2,2,0,0,3
000912.SZ,2,2,0,3,2,6,4,12,22,48,23,49,30,15,1,0,5,0,1,0,3
000913.SZ,1,0,0,1,2,10,6,23,32,37,18,39,28,15,8,12,6,3,1,1,5
000915.SZ,1,1,3,1,2,5,10,17,35,36,22,34,28,22,18,3,5,3,1,0,2
000917.SZ,0,1,1,2,0,6,4,7,33,53,38,48,25,17,11,0,1,0,0,0,0
000918.SZ,1,0,3,2,12,5,11,18,33,39,38,33,16,14,11,6,1,2,2,0,12
000919.SZ,2,0,2,0,4,7,8,14,29,39,20,46,29,19,6,4,2,0,0,0,7
000920.SZ,0,2,1,2,2,8,10,22,25,44,17,43,21,18,9,7,3,0,0,0,6
000921.SZ,1,0,0,1,1,4,13,15,33,58,16,36,22,12,11,1,6,5,1,1,4
000922.SZ,2,2,1,3,4,9,10,14,29,40,30,37,27,15,14,5,2,3,0,0,6
000923.SZ,2,1,0,0,4,5,9,13,31,46,33,41,25,17,5,5,6,2,1,1,2
000925.SZ,1,1,2,1,5,5,8,17,27,40,30,51,24,12,9,6,3,2,0,0,4
000926.SZ,4,0,2,1,1,9,4,11,34,41,36,45,25,9,7,5,2,1,1,0,8
000927.SZ,2,2,0,0,0,1,4,9,25,49,58,59,23,6,2,0,0,1,0,0,4
000928.SZ,1,0,0,0,3,7,10,17,30,39,43,48,20,13,4,4,4,1,1,0,4
000929.SZ,4,1,0,5,3,10,10,14,29,34,17,38,28,24,10,4,2,2,0,0,10
000930.SZ,0,0,0,1,2,2,6,12,28,46,28,57,23,9,4,4,0,1,0,0,0
000931.SZ,0,1,0,1,2,2,16,11,28,45,32,55,24,11,7,5,2,0,1,0,2
000932.SZ,1,0,1,1,0,2,8,6,27,48,47,52,28,14,5,1,2,0,0,0,1
000933.SZ,4,0,2,0,4,7,10,16,39,33,13,32,25,17,12,6,5,7,2,2,7
000935.SZ,0,2,1,3,1,4,9,21,23,44,25,44,18,15,8,5,1,4,1,1,3
000936.SZ,0,1,1,0,0,3,11,15,22,45,38,65,23,9,4,0,1,0,0,0,6
000937.SZ,0,1,5,0,2,5,11,13,32,40,25,38,29,14,12,6,8,2,0,1,3
000938.SZ,0,1,0,1,2,4,5,17,30,57,29,48,24,7,7,7,1,0,4,0,3
000948.SZ,6,2,2,4,9,9,10,21,24,26,16,38,22,16,9,7,5,4,0,0,21
000949.SZ,2,0,1,2,1,6,8,5,24,49,23,68,23,8,2,6,1,1,1,0,0
000950.SZ,1,1,1,0,3,2,6,18,17,48,48,54,24,8,5,2,2,0,0,0,7
000951.SZ,1,0,1,0,3,6,13,22,30,45,14,41,29,13,13,8,2,2,1,0,4
000952.SZ,0,0,1,0,2,4,9,16,25,45,21,57,26,18,7,1,0,0,0,0,2
000953.SZ,8,3,3,2,1,7,11,23,36,22,13,28,26,12,10,4,2,1,0,0,23
000955.SZ,0,2,0,3,4,3,16,17,22,35,33,53,28,14,7,9,3,1,0,0,4
000957.SZ,7,2,1,2,6,6,13,20,18,29,19,32,35,12,11,6,4,1,0,0,21
000958.SZ,0,0,0,4,1,4,13,11,23,53,33,47,31,8,6,1,1,1,1,0,5
000959.SZ,0,0,1,1,1,4,9,12,29,45,39,58,18,14,3,1,2,0,1,1,0
000960.SZ,2,1,2,2,6,7,11,15,24,43,20,37,31,21,9,9,3,1,1,1,1
000961.SZ,2,1,2,1,5,5,14,31,28,35,37,34,22,19,4,4,3,1,2,1,8
000962.SZ,1,1,0,2,3,8,11,11,26,36,25,66,34,15,6,4,2,1,0,0,3
000963.SZ,1,0,1,0,2,9,3,19,34,53,22,35,27,17,9,6,3,5,1,1,1
000965.SZ,7,2,1,4,5,11,14,13,27,34,19,37,25,11,12,4,8,1,0,1,22
000966.SZ,0,1,0,1,3,5,10,22,35,38,35,39,32,13,10,2,3,1,0,0,3
000967.SZ,0,0,0,0,2,1,7,12,24,50,31,45,25,11,1,1,2,1,0,0,0
000968.SZ,2,0,4,4,3,12,7,21,24,41,12,44,25,14,7,6,4,2,2,0,10
000969.SZ,1,0,0,0,6,4,11,14,31,35,22,54,28,22,5,1,0,2,0,0,2
000970.SZ,0,0,2,2,5,8,12,17,33,33,17,34,31,25,11,2,3,1,1,2,3
000971.SZ,0,0,0,0,0,1,4,17,26,62,57,45,13,13,2,11,0,0,0,0,0
000972.SZ,0,0,0,0,0,17,6,15,23,37,31,37,32,10,9,25,0,0,0,0,0
000973.SZ,0,0,1,0,2,5,5,15,31,32,26,48,34,10,6,1,1,0,1,0,1
000975.SZ,2,1,1,2,3,5,13,20,25,30,21,33,21,19,10,7,7,3,1,0,5
000976.SZ,0,0,1,2,2,1,12,14,33,54,34,37,23,15,6,6,3,0,1,1,1
000977.SZ,0,2,0,0,2,4,8,14,26,53,28,44,25,9,3,2,5,1,3,1,3
000978.SZ,3,0,2,4,1,12,11,19,30,33,18,39,26,14,11,7,2,4,3,1,10
000980.SZ,2,0,1,1,1,35,17,23,23,25,13,24,17,11,7,43,1,1,0,0,5
000981.SZ,1,0,0,0,0,9,10,18,24,65,4,44,15,12,12,14,1,0,0,0,2
000982.SZ,1,1,2,0,1,9,7,12,41,53,8,45,26,11,10,0,3,1,1,0,3
000983.SZ,3,1,2,3,7,7,8,25,20,28,18,33,29,18,10,14,6,3,4,3,2
000985.SZ,3,3,0,2,6,7,8,11,27,41,22,47,27,16,7,5,2,1,0,0,13
000987.SZ,0,0,1,0,0,5,8,11,22,59,34,51,26,9,5,2,4,0,1,0,2
000988.SZ,1,1,1,0,1,2,10,15,36,47,31,47,25,14,7,3,3,2,1,0,0
000989.SZ,3,0,0,0,4,2,3,14,23,50,27,47,35,11,4,2,1,1,1,0,2
000990.SZ,0,1,3,1,4,3,8,14,20,52,42,46,32,8,2,1,1,0,1,1,3
000993.SZ,0,1,0,3,2,11,9,22,25,43,15,45,32,17,7,4,2,0,0,0,6
000995.SZ,4,1,0,1,3,16,3,18,25,39,21,41,27,13,7,12,4,0,0,0,5
000996.SZ,1,0,0,1,2,7,8,16,32,40,30,52,30,10,7,2,2,0,0,0,5
000997.SZ,1,1,0,1,2,6,6,15,34,48,17,53,29,17,6,3,3,1,0,0,2
000998.SZ,0,0,2,4,3,0,7,12,32,45,34,52,23,13,6,2,2,2,0,0,1
000999.SZ,1,0,1,5,3,8,21,16,26,37,18,30,22,26,10,10,7,3,3,0,5
001201.SZ,0,0,1,2,0,6,9,23,34,54,30,33,29,7,10,5,2,5,3,1,2
001202.SZ,4,1,1,1,3,5,10,16,20,35,23,42,34,14,7,3,1,0,0,0,6
001203.SZ,0,0,2,3,3,5,6,15,26,42,25,44,26,9,5,5,1,1,1,0,5
001205.SZ,3,0,0,3,3,6,11,27,31,40,25,23,20,13,16,11,4,4,0,0,11
001206.SZ,3,0,1,1,5,4,10,7,35,38,37,58,34,13,4,3,2,0,0,0,4
001207.SZ,1,1,0,0,1,6,8,10,31,39,30,53,32,13,5,1,2,0,0,0,1
001208.SZ,1,0,2,1,2,10,13,15,29,46,36,41,30,8,8,5,2,2,0,0,6
001209.SZ,4,0,1,1,3,6,11,12,28,34,19,66,25,7,10,2,2,1,0,1,4
001210.SZ,2,0,0,3,2,5,12,17,28,40,26,50,25,13,6,2,5,0,0,0,5
001211.SZ,1,1,0,0,0,7,11,5,33,39,41,63,29,6,4,2,1,1,0,0,2
001212.SZ,7,0,1,4,2,9,14,17,19,40,26,37,30,14,7,4,3,2,0,1,16
001213.SZ,1,1,0,0,1,2,10,11,17,49,35,47,24,4,5,0,2,0,0,1,1
001215.SZ,0,0,0,1,2,5,20,20,39,29,20,43,28,19,8,6,3,2,0,0,9
001216.SZ,0,2,1,3,4,7,9,8,27,52,29,38,26,15,10,3,1,1,1,0,6
001217.SZ,3,0,0,3,1,7,9,13,27,38,27,58,20,11,7,1,1,1,2,0,4
001218.SZ,1,0,0,0,4,4,7,11,21,45,38,76,18,10,3,0,0,0,1,0,1
001219.SZ,3,0,0,5,5,10,6,21,33,31,21,43,21,17,9,5,5,0,2,0,11
001222.SZ,4,1,1,0,1,1,4,10,12,13,12,18,15,5,2,1,0,0,1,0,11
001223.SZ,1,0,1,1,3,1,3,4,1,7,1,4,2,0,1,3,2,2,1,0,4
001226.SZ,1,2,1,2,2,2,5,8,9,30,27,28,16,6,1,1,0,1,0,0,7
001227.SZ,2,4,1,2,1,4,8,8,17,59,27,37,18,9,4,3,1,0,0,0,9
001228.SZ,4,1,0,0,0,6,13,19,18,29,13,23,16,12,7,6,1,0,2,0,12
001229.SZ,1,0,2,1,3,4,4,12,8,18,9,19,16,6,2,1,3,0,0,1,6
001230.SZ,1,0,0,2,1,1,6,6,13,28,17,23,11,7,0,0,0,0,0,0,2
001231.SZ,2,0,2,2,1,4,4,11,10,18,10,17,12,7,3,2,3,0,0,0,6
001234.SZ,10,0,4,3,5,7,7,19,18,39,26,43,21,16,8,6,2,1,0,0,19
001236.SZ,4,1,3,3,6,3,7,8,8,10,6,5,8,11,4,1,1,0,1,1,33
001238.SZ,3,0,1,2,3,4,3,6,8,12,10,14,5,7,1,0,1,0,0,0,12
001255.SZ,1,0,0,2,3,4,3,7,9,9,7,7,5,7,2,3,4,2,0,1,9
001256.SZ,3,1,1,1,1,1,3,3,2,5,2,6,3,1,2,1,1,0,0,0,8
001258.SZ,2,3,0,4,2,2,7,5,10,23,5,21,11,5,8,4,1,0,0,1,15
001259.SZ,2,1,1,4,0,3,4,10,4,17,8,22,8,4,3,1,0,0,0,0,10
001260.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
001266.SZ,4,3,4,3,6,3,12,16,25,28,12,28,21,13,13,5,1,5,1,0,10
001267.SZ,3,2,1,1,3,5,12,21,24,42,31,37,27,13,9,3,3,1,2,0,10
001268.SZ,2,0,2,1,1,3,6,7,18,30,10,30,14,5,5,1,0,1,2,0,5
001269.SZ,1,1,2,0,1,4,0,10,9,7,3,10,5,4,2,1,1,4,2,0,19
001270.SZ,2,2,1,3,1,4,11,14,18,16,12,18,12,6,6,9,5,2,2,1,19
001283.SZ,1,0,0,2,0,2,7,7,9,22,6,12,11,9,4,1,2,1,0,0,1
001288.SZ,1,1,2,1,2,2,10,15,21,41,29,53,21,15,6,2,2,1,0,0,3
001289.SZ,0,0,0,5,2,5,12,16,25,54,22,41,24,13,13,2,5,0,0,0,4
001296.SZ,6,1,3,3,5,7,9,11,19,47,23,44,25,14,5,3,2,0,0,0,8
001298.SZ,0,0,0,0,0,5,7,2,9,12,9,11,6,3,1,0,1,0,0,0,4
001299.SZ,1,0,1,0,0,3,2,4,11,12,5,11,4,5,2,0,0,0,0,0,8
001300.SZ,3,0,0,0,2,1,4,6,8,12,8,16,5,3,1,1,0,0,0,0,6
001301.SZ,0,0,0,1,0,2,4,3,1,3,1,2,3,1,0,3,0,1,1,0,5
001308.SZ,3,1,1,1,4,3,10,15,30,28,22,29,24,12,3,7,6,2,0,0,4
001309.SZ,3,2,1,1,4,2,10,12,15,13,11,22,13,14,0,3,4,0,0,1,14
001313.SZ,3,2,0,4,4,4,9,11,36,30,13,41,20,8,8,2,3,0,0,1,16
001314.SZ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
001316.SZ,3,1,1,0,5,4,7,13,12,23,17,23,11,11,6,1,2,0,0,0,10
001317.SZ,6,4,5,5,6,3,24,17,23,28,12,37,30,15,9,8,3,1,1,0,15
001318.SZ,3,1,1,0,1,4,14,12,15,24,12,40,12,8,4,4,1,0,0,0,12
001319.SZ,5,1,1,5,2,4,7,8,19,30,19,20,23,6,5,6,3,1,0,0,12
001322.SZ,1,1,0,0,0,1,3,5,14,10,6,9,7,2,3,3,1,2,1,0,2
001323.SZ,0,1,0,1,3,2,1,7,24,34,22,27,11,8,5,1,1,2,0,0,0
001330.SZ,2,1,1,5,2,2,3,9,10,13,11,12,14,7,5,5,3,0,0,0,9
001331.SZ,1,3,1,0,1,0,5,11,7,14,6,23,10,4,2,2,0,1,0,0,4
001332.SZ,1,0,1,0,1,2,7,8,9,15,8,11,4,5,4,2,3,1,0,0,3
001333.SZ,2,0,0,0,0,2,4,2,2,6,6,7,4,2,1,1,1,0,0,0,0
001336.SZ,1,1,1,1,2,3,6,8,6,26,16,26,14,4,2,2,1,0,0,0,5
001338.SZ,3,2,1,0,1,0,5,3,5,4,2,9,4,4,1,3,0,1,0,0,13
001339.SZ,3,1,1,3,1,2,11,11,12,9,11,12,8,4,2,4,2,0,0,1,15
001696.SZ,0,0,0,1,2,2,9,11,23,53,20,53,31,13,5,0,0,0,1,0,2
001872.SZ,0,0,0,0,1,2,4,12,25,51,52,59,21,8,1,2,1,0,0,1,0
001896.SZ,1,0,3,0,5,5,10,22,30,43,24,44,22,16,5,3,2,2,0,0,8
001914.SZ,0,0,3,3,2,7,7,26,32,42,24,44,19,10,16,2,1,4,2,1,4
001965.SZ,0,0,0,0,1,0,6,12,23,59,31,48,34,6,4,2,1,2,0,0,0
001979.SZ,1,0,0,1,5,4,9,16,28,54,19,34,26,11,17,5,8,1,2,0,0
002001.SZ,0,1,0,3,0,3,7,17,24,57,37,50,24,9,6,4,1,2,1,0,1
002002.SZ,2,1,0,1,2,8,10,15,25,50,18,47,28,9,9,4,0,0,0,0,2
002003.SZ,0,0,0,1,3,2,10,20,24,55,28,37,21,19,14,0,4,1,0,1,2
002004.SZ,1,0,0,2,1,2,7,14,20,47,29,58,24,10,5,1,2,0,0,0,0
002005.SZ,0,0,0,0,0,12,7,20,26,67,39,47,21,6,4,22,0,0,0,0,0
002006.SZ,2,0,0,3,3,6,21,22,27,39,16,33,20,18,10,7,8,2,4,1,5
002007.SZ,1,0,0,3,3,2,11,17,32,41,34,47,20,6,9,3,7,3,0,0,2
002008.SZ,1,1,0,2,2,7,12,24,22,51,23,44,28,16,6,6,2,3,0,0,1
002009.SZ,2,0,2,3,5,9,6,27,21,49,15,35,26,15,15,6,6,1,0,1,2
002010.SZ,0,0,1,1,2,2,9,17,29,54,31,44,19,14,5,1,4,0,0,0,3
002011.SZ,1,2,2,4,7,8,23,29,27,29,15,23,16,13,15,11,5,4,5,0,14
002012.SZ,1,0,1,2,2,4,11,12,29,44,29,49,33,15,5,4,0,0,0,0,6
002013.SZ,0,1,1,1,1,4,9,13,28,45,33,40,16,13,4,4,2,0,1,1,1
002014.SZ,0,0,0,1,0,2,8,9,22,60,27,55,14,9,5,4,2,2,1,0,2
002015.SZ,2,4,1,1,6,2,6,20,25,46,28,32,23,20,9,3,3,3,1,0,4
002016.SZ,0,2,0,2,3,2,10,17,29,40,38,49,26,16,2,5,2,1,1,0,8
002017.SZ,2,1,3,1,6,6,10,20,25,40,16,37,28,18,10,4,5,3,0,0,7
002019.SZ,0,1,0,1,2,4,11,10,40,43,22,36,29,14,10,8,0,0,1,0,0
002020.SZ,0,0,0,0,4,3,12,7,35,44,35,49,26,17,5,2,2,3,1,0,5
002021.SZ,0,0,0,0,0,19,6,12,26,56,41,42,29,12,7,16,0,0,0,0,0
002022.SZ,3,2,0,1,1,16,10,18,23,39,34,43,12,9,5,30,0,2,2,0,2
002023.SZ,1,0,1,0,2,3,4,10,28,56,31,57,22,11,2,4,0,1,0,0,0
002024.SZ,0,0,1,1,1,10,8,17,31,45,49,33,16,11,6,14,1,1,0,0,1
002025.SZ,1,0,1,0,1,4,11,26,36,49,20,39,24,10,11,9,3,2,0,1,1
002026.SZ,1,0,1,4,3,12,14,18,25,41,26,39,23,23,11,4,5,0,0,0,3
002027.SZ,0,1,1,1,1,7,10,12,36,54,25,33,19,17,9,7,4,1,4,0,1
002028.SZ,1,0,0,2,3,7,16,21,31,32,22,41,25,22,9,6,4,1,2,0,3
002029.SZ,1,0,0,0,1,0,6,12,25,52,48,55,34,10,0,0,0,1,0,0,1
002030.SZ,0,0,1,0,0,5,7,13,27,51,43,48,24,7,6,3,2,2,2,0,0
002031.SZ,1,0,3,3,4,8,17,15,33,38,12,40,15,12,11,5,5,1,1,1,18
002032.SZ,0,1,0,0,0,3,6,12,39,48,25,42,25,19,6,2,2,1,0,0,0
002033.SZ,0,0,1,2,5,14,12,19,25,39,22,36,24,15,11,8,6,5,0,2,9
002034.SZ,0,1,0,3,0,3,6,11,29,39,39,45,18,16,4,7,2,1,1,0,1
002035.SZ,0,0,0,1,3,3,7,15,18,58,24,45,24,10,6,5,2,1,0,0,2
002036.SZ,2,0,1,2,6,11,21,20,32,37,17,27,23,19,14,6,3,2,5,1,4
002037.SZ,7,5,3,0,5,12,15,20,34,29,10,28,20,14,18,11,6,0,0,1,23
002038.SZ,0,0,0,0,2,3,5,19,24,54,27,50,24,7,7,3,3,0,1,0,0
002039.SZ,0,1,0,1,2,4,7,19,24,61,30,41,22,14,14,3,0,0,0,0,4
002040.SZ,0,1,0,1,0,3,7,23,25,42,44,46,25,12,8,2,3,0,3,0,3
002041.SZ,0,1,1,1,4,6,9,18,24,40,29,50,29,18,7,1,2,1,1,0,2
002042.SZ,1,0,0,1,2,7,4,11,21,53,49,59,29,7,3,2,1,1,0,0,0
002043.SZ,1,1,3,1,4,8,12,21,28,43,7,43,25,15,7,6,5,5,0,1,8
002044.SZ,2,1,0,0,1,6,10,11,31,45,39,36,23,15,6,6,1,2,2,0,2
002045.SZ,4,2,1,2,6,11,12,26,17,40,10,38,22,24,11,4,4,2,0,0,11
002046.SZ,2,0,3,3,3,9,12,20,31,39,22,42,16,15,16,6,7,5,2,0,2
002047.SZ,3,1,1,4,7,7,14,16,31,47,8,32,24,14,9,7,2,7,1,1,11
002048.SZ,0,0,1,1,5,3,11,11,25,45,34,44,24,13,7,5,0,2,0,0,1
002049.SZ,0,1,0,1,4,4,9,17,39,53,20,32,18,16,15,7,4,2,0,0,1
002050.SZ,1,1,2,4,6,8,13,21,30,38,12,36,26,23,9,6,4,6,2,2,5
002051.SZ,0,0,0,3,2,5,10,12,29,42,28,51,29,9,9,3,2,3,0,1,4
002052.SZ,0,0,0,0,0,21,8,9,26,48,18,34,25,11,6,24,0,0,0,0,0
002053.SZ,3,1,1,2,5,7,12,16,24,43,11,45,36,11,6,6,1,0,0,0,15
